2019-03-20 11:44:55,9548,0,power,28,points,1,dummies,1,itv,1000,type,sht31,37.30,35.36,37.30,35.36,,9548,1,power,28,points,1,dummies,1,itv,1000,type,sht31,36.10,38.77,36.10,38.77,,9548,2,power,28,points,1,dummies,1,itv,1000,type,sht31,30.86,69.07,30.86,69.07,,9548,3,power,28,points,1,dummies,1,itv,1000,type,sht31,34.37,58.98,34.37,58.98,,9548,4,power,28,points,1,dummies,1,itv,1000,type,sht31,37.61,34.59,37.61,34.59,,9548,5,power,28,points,1,dummies,1,itv,1000,type,sht31,39.87,32.00,39.87,32.00,,9548,6,power,28,points,1,dummies,1,itv,1000,type,sht31,36.28,38.65,36.28,38.65,,9548,7,power,28,points,1,dummies,1,itv,1000,type,sht31,35.48,38.62,35.48,38.62,,analog,15,power,9,points,5,dummies,3,interval_mm,200,580.40,,dht22,54,power,2,points,2,dummies,1,interval_mm,2000,28.40,58.15,

2019-03-20 12:26:38,9548,0,power,28,points,1,dummies,1,itv,1000,type,sht31,38.21,32.40,38.21,32.40,,9548,1,power,28,points,1,dummies,1,itv,1000,type,sht31,35.92,37.54,35.92,37.54,,9548,2,power,28,points,1,dummies,1,itv,1000,type,sht31,30.14,59.04,30.14,59.04,,9548,3,power,28,points,1,dummies,1,itv,1000,type,sht31,31.93,54.67,31.93,54.67,,9548,4,power,28,points,1,dummies,1,itv,1000,type,sht31,37.40,34.02,37.40,34.02,,9548,5,power,28,points,1,dummies,1,itv,1000,type,sht31,39.53,31.92,39.53,31.92,,9548,6,power,28,points,1,dummies,1,itv,1000,type,sht31,35.57,38.19,35.57,38.19,,9548,7,power,28,points,1,dummies,1,itv,1000,type,sht31,33.99,40.17,33.99,40.17,,analog,15,power,9,points,5,dummies,3,interval_mm,200,580.00,,dht22,54,power,2,points,2,dummies,1,interval_mm,2000,28.70,55.05,

2019-03-20 12:49:18,9548,0,power,28,points,1,dummies,1,itv,1000,type,sht31,38.81,31.25,38.81,31.25,,9548,1,power,28,points,1,dummies,1,itv,1000,type,sht31,36.06,37.09,36.06,37.09,,9548,2,power,28,points,1,dummies,1,itv,1000,type,sht31,31.24,53.74,31.24,53.74,,9548,3,power,28,points,1,dummies,1,itv,1000,type,sht31,33.13,49.85,33.13,49.85,,9548,4,power,28,points,1,dummies,1,itv,1000,type,sht31,37.67,33.27,37.67,33.27,,9548,5,power,28,points,1,dummies,1,itv,1000,type,sht31,40.40,30.65,40.40,30.65,,9548,6,power,28,points,1,dummies,1,itv,1000,type,sht31,35.74,37.69,35.74,37.69,,9548,7,power,28,points,1,dummies,1,itv,1000,type,sht31,33.84,40.24,33.84,40.24,,analog,15,power,9,points,5,dummies,3,interval_mm,200,580.00,,dht22,54,power,2,points,2,dummies,1,interval_mm,2000,28.85,55.00,

2019-03-20 13:11:58,9548,0,power,28,points,1,dummies,1,itv,1000,type,sht31,39.03,31.58,39.03,31.58,,9548,1,power,28,points,1,dummies,1,itv,1000,type,sht31,36.33,37.52,36.33,37.52,,9548,2,power,28,points,1,dummies,1,itv,1000,type,sht31,31.82,51.99,31.82,51.99,,9548,3,power,28,points,1,dummies,1,itv,1000,type,sht31,33.76,48.27,33.76,48.27,,9548,4,power,28,points,1,dummies,1,itv,1000,type,sht31,37.89,34.17,37.89,34.17,,9548,5,power,28,points,1,dummies,1,itv,1000,type,sht31,40.34,31.75,40.34,31.75,,9548,6,power,28,points,1,dummies,1,itv,1000,type,sht31,35.60,39.42,35.60,39.42,,9548,7,power,28,points,1,dummies,1,itv,1000,type,sht31,33.99,41.45,33.99,41.45,,analog,15,power,9,points,5,dummies,3,interval_mm,200,580.80,,dht22,54,power,2,points,2,dummies,1,interval_mm,2000,28.95,54.85,

2019-03-20 13:34:38,9548,0,power,28,points,1,dummies,1,itv,1000,type,sht31,39.29,34.11,39.29,34.11,,9548,1,power,28,points,1,dummies,1,itv,1000,type,sht31,36.57,40.40,36.57,40.40,,9548,2,power,28,points,1,dummies,1,itv,1000,type,sht31,32.59,51.77,32.59,51.77,,9548,3,power,28,points,1,dummies,1,itv,1000,type,sht31,34.59,48.13,34.59,48.13,,9548,4,power,28,points,1,dummies,1,itv,1000,type,sht31,38.17,36.71,38.17,36.71,,9548,5,power,28,points,1,dummies,1,itv,1000,type,sht31,40.62,34.03,40.62,34.03,,9548,6,power,28,points,1,dummies,1,itv,1000,type,sht31,35.95,42.61,35.95,42.61,,9548,7,power,28,points,1,dummies,1,itv,1000,type,sht31,34.26,44.75,34.26,44.75,,analog,15,power,9,points,5,dummies,3,interval_mm,200,580.20,,dht22,54,power,2,points,2,dummies,1,interval_mm,2000,29.10,55.60,

