06/Dec/2018 09:32:29,+000043.2,+000076.0+000022.7,+000131.9+000067.1,+000018.4
06/Dec/2018 10:11:10,+000043.2,+000076.1+000022.7,+000132.0+000067.2,+000018.5
06/Dec/2018 10:13:23,+000043.2,+000076.1+000022.7,+000131.9+000067.1,+000018.4
06/Dec/2018 10:43:25,+000043.2,+000076.1+000022.6,+000131.8+000067.1,+000018.4
06/Dec/2018 11:13:28,+000043.1,+000076.1+000022.7,+000131.9+000067.1,+000018.5
06/Dec/2018 11:43:30,+000043.2,+000076.1+000022.7,+000132.0+000067.1,+000018.5
06/Dec/2018 12:13:32,+000043.2,+000076.1+000022.7,+000132.0+000067.2,+000018.5
06/Dec/2018 12:43:34,+000043.2,+000076.1+000022.7,+000132.0+000067.1,+000018.5
06/Dec/2018 13:13:36,+000043.2,+000076.1+000022.7,+000131.9+000067.1,+000018.5
06/Dec/2018 13:43:39,+000043.2,+000076.1+000022.6,+000131.9+000067.2,+000018.5
06/Dec/2018 14:13:41,+000043.2,+000076.1+000022.7,+000132.0+000067.2,+000018.5
06/Dec/2018 14:43:43,+000043.2,+000076.1+000022.7,+000132.0+000067.2,+000018.6
06/Dec/2018 15:13:45,+000043.1,+000076.1+000022.7,+000132.0+000067.2,+000018.6
06/Dec/2018 15:16:39,+000043.1,+000076.1+000022.7,+000132.0+000067.2,+000018.6
06/Dec/2018 15:31:41,+000043.2,+000076.1+000022.7,+000132.0+000067.2,+000018.6
06/Dec/2018 15:46:43,+000043.1,+000076.1+000022.7,+000132.0+000067.2,+000018.6
06/Dec/2018 16:01:46,+000043.1,+000076.1+000022.7,+000132.0+000067.2,+000018.6
06/Dec/2018 16:16:48,+000043.1,+000076.1+000022.6,+000132.0+000067.2,+000018.6
06/Dec/2018 16:31:50,+000043.1,+000076.1+000022.6,+000132.0+000067.3,+000018.6
06/Dec/2018 16:46:52,+000043.2,+000076.1+000022.6,+000132.0+000067.3,+000018.6
06/Dec/2018 17:01:54,+000043.1,+000076.1+000022.6,+000131.9+000067.2,+000018.6
06/Dec/2018 17:16:57,+000043.1,+000076.1+000022.7,+000132.0+000067.3,+000018.5
06/Dec/2018 17:31:59,+000043.1,+000076.1+000022.6,+000132.0+000067.2,+000018.5
06/Dec/2018 17:47:01,+000043.2,+000076.1+000022.7,+000132.0+000067.2,+000018.5
06/Dec/2018 18:02:03,+000043.1,+000076.1+000022.6,+000132.0+000067.3,+000018.5
06/Dec/2018 18:17:06,+000043.1,+000076.1+000022.6,+000132.0+000067.3,+000018.5
06/Dec/2018 18:32:08,+000043.1,+000076.1+000022.7,+000132.0+000067.3,+000018.5
06/Dec/2018 18:47:10,+000043.2,+000076.1+000022.6,+000132.0+000067.3,+000018.5
06/Dec/2018 19:02:12,+000043.1,+000076.1+000022.7,+000132.0+000067.3,+000018.5
06/Dec/2018 19:17:14,+000043.1,+000076.1+000022.7,+000132.0+000067.3,+000018.5
06/Dec/2018 19:32:17,+000043.1,+000076.1+000022.6,+000132.0+000067.3,+000018.5
06/Dec/2018 19:47:19,+000043.2,+000076.1+000022.7,+000132.0+000067.3,+000018.5
06/Dec/2018 20:02:21,+000043.1,+000076.1+000022.6,+000132.0+000067.3,+000018.5
06/Dec/2018 20:17:23,+000043.1,+000076.1+000022.6,+000132.0+000067.3,+000018.5
06/Dec/2018 20:32:26,+000043.1,+000076.1+000022.6,+000132.0+000067.3,+000018.5
06/Dec/2018 20:47:28,+000043.1,+000076.1+000022.6,+000132.0+000067.3,+000018.5
06/Dec/2018 21:02:30,+000043.1,+000076.1+000022.6,+000132.0+000067.3,+000018.5
06/Dec/2018 21:17:32,+000043.1,+000076.1+000022.6,+000132.0+000067.3,+000018.5
06/Dec/2018 21:32:34,+000043.1,+000076.1+000022.6,+000132.0+000067.2,+000018.5
06/Dec/2018 21:47:37,+000043.1,+000076.1+000022.6,+000132.0+000067.2,+000018.5
06/Dec/2018 22:02:39,+000043.1,+000076.1+000022.6,+000132.0+000067.2,+000018.5
06/Dec/2018 22:13:53,+000043.1,+000076.1+000022.6,+000132.0+000067.2,+000018.5
06/Dec/2018 22:28:55,+000043.1,+000076.1+000022.6,+000132.0+000067.2,+000018.5
06/Dec/2018 22:43:57,+000043.1,+000076.1+000022.6,+000132.0+000067.2,+000018.5
06/Dec/2018 22:58:59,+000043.1,+000076.1+000022.6,+000132.0+000067.3,+000018.5
